"listing_id","price","nbhood_full"
1481907,"345 dollars","Brooklyn, Cypress Hills"
1484031,"100 dollars","Manhattan, Harlem"
1490223,"60 dollars","Bronx, Port Morris"
1492286,"80 dollars","Manhattan, SoHo"
1492856,"55 dollars","Brooklyn, Bedford-Stuyvesant"
1494527,"275 dollars","Brooklyn, Williamsburg"
1496319,"250 dollars","Brooklyn, Williamsburg"
1497024,"100 dollars","Manhattan, Harlem"
1503618,"66 dollars","Brooklyn, Sunset Park"
1503670,"65 dollars","Brooklyn, Park Slope"
1506985,"220 dollars","Manhattan, East Harlem"
1507845,"159 dollars","Manhattan, Upper East Side"
1511303,"49 dollars","Brooklyn, Prospect-Lefferts Gardens"
1512006,"299 dollars","Manhattan, Lower East Side"
1514939,"79 dollars","Brooklyn, Prospect-Lefferts Gardens"
1515026,"115 dollars","Brooklyn, Fort Greene"
1515611,"229 dollars","Brooklyn, Clinton Hill"
1519957,"68 dollars","Brooklyn, Bedford-Stuyvesant"
1519994,"85 dollars","Brooklyn, Canarsie"
1520806,"170 dollars","Brooklyn, Bedford-Stuyvesant"
1521318,"95 dollars","Brooklyn, Midwood"
1524017,"140 dollars","Manhattan, Chelsea"
1524562,"89 dollars","Brooklyn, Bedford-Stuyvesant"
1524895,"138 dollars","Manhattan, Washington Heights"
1525602,"115 dollars","Brooklyn, Crown Heights"
1526741,"69 dollars","Manhattan, East Harlem"
1530386,"269 dollars","Manhattan, West Village"
1533652,"121 dollars","Manhattan, Upper West Side"
1533807,"95 dollars","Brooklyn, Flatbush"
1534212,"99 dollars","Brooklyn, Sheepshead Bay"
1534782,"40 dollars","Brooklyn, Prospect Heights"
1535607,"89 dollars","Manhattan, East Village"
1542279,"55 dollars","Brooklyn, Bedford-Stuyvesant"
1546518,"224 dollars","Brooklyn, South Slope"
1549413,"135 dollars","Manhattan, Harlem"
1551044,"175 dollars","Manhattan, Lower East Side"
1552242,"250 dollars","Queens, Long Island City"
1555919,"156 dollars","Manhattan, East Village"
1559435,"75 dollars","Brooklyn, Bedford-Stuyvesant"
1560339,"104 dollars","Manhattan, Upper West Side"
1560408,"280 dollars","Brooklyn, Williamsburg"
1564553,"80 dollars","Manhattan, Nolita"
1567225,"550 dollars","Manhattan, Upper West Side"
1569396,"190 dollars","Brooklyn, Flatbush"
1570204,"199 dollars","Manhattan, East Village"
1572815,"100 dollars","Manhattan, East Village"
1578103,"99 dollars","Manhattan, Harlem"
1578776,"51 dollars","Queens, Long Island City"
1581579,"188 dollars","Queens, Ditmars Steinway"
1583653,"125 dollars","Manhattan, East Harlem"
1584060,"85 dollars","Brooklyn, Midwood"
1586454,"48 dollars","Queens, Maspeth"
1586641,"84 dollars","Brooklyn, Flatbush"
1586773,"155 dollars","Manhattan, Harlem"
1588221,"300 dollars","Manhattan, Chinatown"
1589715,"120 dollars","Manhattan, Upper East Side"
1591811,"99 dollars","Brooklyn, Williamsburg"
1593444,"240 dollars","Manhattan, Greenwich Village"
1596314,"72 dollars","Manhattan, Washington Heights"
1598012,"45 dollars","Queens, Astoria"
1598328,"100 dollars","Manhattan, West Village"
1598785,"175 dollars","Manhattan, Midtown"
1598863,"200 dollars","Manhattan, East Village"
1601955,"420 dollars","Manhattan, Financial District"
1604488,"120 dollars","Brooklyn, Williamsburg"
1608220,"48 dollars","Brooklyn, Bushwick"
1609672,"99 dollars","Manhattan, Hell's Kitchen"
1613110,"129 dollars","Brooklyn, Greenpoint"
1614869,"142 dollars","Brooklyn, Park Slope"
1614964,"120 dollars","Queens, Astoria"
1617443,"85 dollars","Manhattan, Harlem"
1619695,"69 dollars","Manhattan, Harlem"
1621235,"87 dollars","Brooklyn, Bedford-Stuyvesant"
1624665,"65 dollars","Brooklyn, Williamsburg"
1628156,"175 dollars","Brooklyn, Canarsie"
1628564,"79 dollars","Manhattan, Washington Heights"
1630572,"194 dollars","Manhattan, SoHo"
1631845,"150 dollars","Manhattan, Lower East Side"
1633420,"80 dollars","Manhattan, Harlem"
1633924,"120 dollars","Brooklyn, Bedford-Stuyvesant"
1635088,"155 dollars","Manhattan, Upper East Side"
1640995,"140 dollars","Manhattan, Upper East Side"
1644133,"90 dollars","Brooklyn, East Flatbush"
1644146,"150 dollars","Brooklyn, Carroll Gardens"
1645181,"135 dollars","Brooklyn, Bedford-Stuyvesant"
1645196,"140 dollars","Brooklyn, Park Slope"
1645667,"130 dollars","Brooklyn, Bedford-Stuyvesant"
1645772,"150 dollars","Manhattan, Upper East Side"
1645915,"115 dollars","Brooklyn, South Slope"
1646432,"130 dollars","Brooklyn, Bedford-Stuyvesant"
1646838,"380 dollars","Manhattan, Greenwich Village"
1649957,"125 dollars","Manhattan, Morningside Heights"
1651595,"110 dollars","Queens, Jackson Heights"
1652236,"31 dollars","Brooklyn, Bedford-Stuyvesant"
1652996,"135 dollars","Brooklyn, Bedford-Stuyvesant"
1654561,"212 dollars","Brooklyn, Bedford-Stuyvesant"
1654713,"40 dollars","Brooklyn, Williamsburg"
1654738,"80 dollars","Manhattan, Hell's Kitchen"
1654929,"95 dollars","Brooklyn, Flatbush"
1655824,"100 dollars","Brooklyn, Bedford-Stuyvesant"
1656539,"139 dollars","Manhattan, West Village"
1656585,"226 dollars","Manhattan, Greenwich Village"
1656621,"74 dollars","Brooklyn, Bedford-Stuyvesant"
1657110,"195 dollars","Manhattan, West Village"
1664209,"275 dollars","Manhattan, SoHo"
1665498,"75 dollars","Staten Island, Shore Acres"
1668328,"99 dollars","Brooklyn, Williamsburg"
1669149,"250 dollars","Manhattan, Hell's Kitchen"
1672860,"150 dollars","Manhattan, Hell's Kitchen"
1672977,"195 dollars","Manhattan, Hell's Kitchen"
1673040,"350 dollars","Manhattan, Hell's Kitchen"
1673338,"75 dollars","Brooklyn, Williamsburg"
1678809,"96 dollars","Brooklyn, Bedford-Stuyvesant"
1682282,"90 dollars","Manhattan, East Harlem"
1682958,"79 dollars","Queens, Astoria"
1684053,"35 dollars","Queens, Arverne"
1687108,"70 dollars","Queens, Astoria"
1688711,"85 dollars","Brooklyn, Prospect-Lefferts Gardens"
1688914,"110 dollars","Manhattan, Harlem"
1690764,"65 dollars","Brooklyn, Bedford-Stuyvesant"
1691188,"200 dollars","Queens, Maspeth"
1692823,"62 dollars","Brooklyn, East New York"
1693028,"50 dollars","Bronx, Williamsbridge"
1693171,"62 dollars","Brooklyn, East New York"
1693524,"50 dollars","Brooklyn, Greenpoint"
1696050,"71 dollars","Manhattan, Harlem"
1696381,"75 dollars","Manhattan, East Harlem"
1697047,"115 dollars","Brooklyn, Williamsburg"
1698334,"82 dollars","Brooklyn, Williamsburg"
1699934,"75 dollars","Brooklyn, East New York"
1700471,"60 dollars","Manhattan, Harlem"
1701981,"200 dollars","Manhattan, Chelsea"
1702533,"215 dollars","Brooklyn, Park Slope"
1702581,"100 dollars","Manhattan, Hell's Kitchen"
1703506,"159 dollars","Brooklyn, Bushwick"
1703834,"64 dollars","Brooklyn, Prospect-Lefferts Gardens"
1704210,"125 dollars","Brooklyn, Windsor Terrace"
1704560,"120 dollars","Manhattan, Lower East Side"
1704798,"76 dollars","Manhattan, Chelsea"
1707422,"110 dollars","Brooklyn, Greenpoint"
1707823,"75 dollars","Brooklyn, Greenpoint"
1708771,"80 dollars","Manhattan, Washington Heights"
1712660,"89 dollars","Brooklyn, Williamsburg"
1713409,"110 dollars","Brooklyn, Bushwick"
1716441,"96 dollars","Manhattan, Lower East Side"
1717058,"185 dollars","Manhattan, Nolita"
1717138,"49 dollars","Brooklyn, Flatbush"
1717226,"220 dollars","Brooklyn, Crown Heights"
1721115,"99 dollars","Manhattan, Financial District"
1728339,"84 dollars","Brooklyn, Prospect-Lefferts Gardens"
1728437,"65 dollars","Brooklyn, Prospect-Lefferts Gardens"
1728938,"115 dollars","Brooklyn, Park Slope"
1729286,"59 dollars","Manhattan, East Harlem"
1730937,"119 dollars","Manhattan, Midtown"
1731245,"120 dollars","Brooklyn, Crown Heights"
1731365,"439 dollars","Manhattan, Upper West Side"
1731969,"99 dollars","Manhattan, Upper East Side"
1733054,"99 dollars","Brooklyn, Williamsburg"
1733157,"195 dollars","Queens, Astoria"
1735804,"115 dollars","Brooklyn, Bedford-Stuyvesant"
1736064,"115 dollars","Brooklyn, Prospect-Lefferts Gardens"
1738513,"180 dollars","Manhattan, Two Bridges"
1740311,"300 dollars","Manhattan, Lower East Side"
1742471,"140 dollars","Queens, Sunnyside"
1742610,"123 dollars","Manhattan, Upper East Side"
1742654,"200 dollars","Manhattan, Hell's Kitchen"
1743116,"100 dollars","Queens, Astoria"
1743379,"250 dollars","Brooklyn, Williamsburg"
1744216,"85 dollars","Brooklyn, Williamsburg"
1745358,"109 dollars","Manhattan, Hell's Kitchen"
1745430,"159 dollars","Brooklyn, Greenpoint"
1746726,"555 dollars","Manhattan, Chelsea"
1747405,"87 dollars","Manhattan, East Harlem"
1748189,"199 dollars","Manhattan, Upper East Side"
1750527,"195 dollars","Brooklyn, Bedford-Stuyvesant"
1750679,"185 dollars","Brooklyn, Crown Heights"
1752112,"400 dollars","Manhattan, Upper West Side"
1752206,"200 dollars","Manhattan, Chelsea"
1753671,"100 dollars","Manhattan, East Harlem"
1755484,"225 dollars","Manhattan, Upper East Side"
1755844,"450 dollars","Brooklyn, Crown Heights"
1759154,"89 dollars","Brooklyn, Bushwick"
1759462,"179 dollars","Manhattan, East Village"
1759526,"90 dollars","Manhattan, Chelsea"
1763956,"80 dollars","Manhattan, Hell's Kitchen"
1766846,"110 dollars","Manhattan, East Village"
1767037,"29 dollars","Queens, Woodhaven"
1771965,"200 dollars","Manhattan, Harlem"
1776732,"390 dollars","Manhattan, Upper West Side"
1777007,"55 dollars","Manhattan, Battery Park City"
1777197,"75 dollars","Queens, Forest Hills"
1778294,"120 dollars","Brooklyn, Bedford-Stuyvesant"
1781786,"150 dollars","Manhattan, Harlem"
1782079,"55 dollars","Brooklyn, Bedford-Stuyvesant"
1782437,"175 dollars","Brooklyn, Bedford-Stuyvesant"
1782667,"69 dollars","Brooklyn, Bushwick"
1785187,"100 dollars","Manhattan, Lower East Side"
1785942,"44 dollars","Brooklyn, Prospect-Lefferts Gardens"
1791105,"60 dollars","Manhattan, Harlem"
1793091,"175 dollars","Manhattan, Upper West Side"
1794250,"65 dollars","Brooklyn, Williamsburg"
1796722,"190 dollars","Brooklyn, Williamsburg"
1797025,"107 dollars","Brooklyn, Crown Heights"
1798500,"75 dollars","Bronx, Co-op City"
1802584,"110 dollars","Queens, Sunnyside"
1802838,"245 dollars","Brooklyn, Williamsburg"
1803279,"100 dollars","Manhattan, Morningside Heights"
1805150,"61 dollars","Brooklyn, Bedford-Stuyvesant"
1806378,"250 dollars","Brooklyn, Fort Greene"
1807106,"135 dollars","Brooklyn, Crown Heights"
1807757,"199 dollars","Manhattan, West Village"
1808497,"75 dollars","Brooklyn, Bedford-Stuyvesant"
1808550,"75 dollars","Brooklyn, Bedford-Stuyvesant"
1813829,"60 dollars","Manhattan, Harlem"
1814279,"125 dollars","Brooklyn, Bushwick"
1815505,"56 dollars","Queens, Briarwood"
1817510,"64 dollars","Brooklyn, Bushwick"
1817905,"300 dollars","Brooklyn, Williamsburg"
1818411,"455 dollars","Manhattan, NoHo"
1818420,"37 dollars","Brooklyn, Canarsie"
1818820,"193 dollars","Brooklyn, Williamsburg"
1819623,"53 dollars","Brooklyn, Bedford-Stuyvesant"
1821541,"420 dollars","Manhattan, East Village"
1824808,"195 dollars","Manhattan, Gramercy"
1826701,"65 dollars","Manhattan, Harlem"
1827723,"400 dollars","Manhattan, Gramercy"
1827962,"170 dollars","Brooklyn, Williamsburg"
1831227,"149 dollars","Manhattan, Harlem"
1832120,"87 dollars","Brooklyn, Williamsburg"
1835367,"92 dollars","Manhattan, Chelsea"
1842739,"118 dollars","Manhattan, Kips Bay"
1843108,"125 dollars","Brooklyn, Cypress Hills"
1843674,"122 dollars","Brooklyn, Bedford-Stuyvesant"
1844088,"215 dollars","Manhattan, Midtown"
1844847,"201 dollars","Brooklyn, Bushwick"
1846528,"103 dollars","Manhattan, East Village"
1846580,"72 dollars","Brooklyn, South Slope"
1847261,"240 dollars","Manhattan, Tribeca"
1847389,"180 dollars","Brooklyn, Carroll Gardens"
1847434,"150 dollars","Brooklyn, Bedford-Stuyvesant"
1851767,"345 dollars","Brooklyn, Bedford-Stuyvesant"
1851926,"95 dollars","Brooklyn, Bedford-Stuyvesant"
1855846,"150 dollars","Manhattan, Harlem"
1856027,"95 dollars","Manhattan, East Village"
1856261,"90 dollars","Manhattan, Hell's Kitchen"
1860838,"44 dollars","Manhattan, Washington Heights"
1864061,"525 dollars","Manhattan, Hell's Kitchen"
1864757,"600 dollars","Manhattan, Upper East Side"
1865336,"88 dollars","Brooklyn, Williamsburg"
1869467,"240 dollars","Brooklyn, Carroll Gardens"
1869685,"90 dollars","Brooklyn, Bedford-Stuyvesant"
1870228,"73 dollars","Queens, Long Island City"
1871311,"200 dollars","Manhattan, Hell's Kitchen"
1872838,"94 dollars","Brooklyn, Crown Heights"
1876811,"199 dollars","Manhattan, Gramercy"
1877255,"85 dollars","Manhattan, Upper East Side"
1878642,"195 dollars","Manhattan, Murray Hill"
1878692,"173 dollars","Manhattan, Greenwich Village"
1878965,"159 dollars","Brooklyn, Greenpoint"
1880539,"85 dollars","Brooklyn, Williamsburg"
1881556,"120 dollars","Brooklyn, Bedford-Stuyvesant"
1881801,"175 dollars","Brooklyn, Williamsburg"
1881846,"130 dollars","Manhattan, Midtown"
1885714,"53 dollars","Brooklyn, Bushwick"
1885826,"125 dollars","Manhattan, Hell's Kitchen"
1886978,"32 dollars","Brooklyn, Canarsie"
1887291,"160 dollars","Manhattan, Hell's Kitchen"
1888006,"58 dollars","Brooklyn, Bushwick"
1890851,"149 dollars","Brooklyn, Bedford-Stuyvesant"
1892319,"84 dollars","Manhattan, Chelsea"
1895196,"99 dollars","Manhattan, Upper East Side"
1896296,"149 dollars","Brooklyn, Greenpoint"
1897447,"145 dollars","Brooklyn, Gowanus"
1899076,"59 dollars","Brooklyn, Bushwick"
1900780,"249 dollars","Manhattan, Gramercy"
1903198,"45 dollars","Queens, Sunnyside"
1903249,"75 dollars","Manhattan, Chelsea"
1905865,"159 dollars","Brooklyn, Williamsburg"
1906804,"55 dollars","Brooklyn, Bushwick"
1906993,"228 dollars","Manhattan, Lower East Side"
1913864,"35 dollars","Brooklyn, Crown Heights"
1914231,"140 dollars","Manhattan, Harlem"
1914381,"45 dollars","Manhattan, Harlem"
1914590,"79 dollars","Queens, Astoria"
1914787,"66 dollars","Queens, Briarwood"
1917629,"140 dollars","Brooklyn, Clinton Hill"
1918693,"98 dollars","Brooklyn, Clinton Hill"
1918903,"140 dollars","Brooklyn, Bedford-Stuyvesant"
1919647,"195 dollars","Manhattan, Lower East Side"
1919766,"60 dollars","Manhattan, Harlem"
1922863,"248 dollars","Brooklyn, Williamsburg"
1925224,"250 dollars","Brooklyn, Williamsburg"
1928556,"140 dollars","Manhattan, Hell's Kitchen"
1928961,"45 dollars","Manhattan, Harlem"
1929186,"175 dollars","Brooklyn, Bedford-Stuyvesant"
1931609,"650 dollars","Brooklyn, Park Slope"
1934512,"150 dollars","Brooklyn, Clinton Hill"
1934804,"750 dollars","Brooklyn, Clinton Hill"
1935109,"249 dollars","Manhattan, Lower East Side"
1935302,"180 dollars","Brooklyn, Fort Greene"
1936772,"85 dollars","Queens, Middle Village"
1937226,"174 dollars","Manhattan, Harlem"
1937325,"295 dollars","Manhattan, East Village"
1937761,"180 dollars","Queens, Astoria"
1939283,"130 dollars","Brooklyn, Gowanus"
1940534,"52 dollars","Manhattan, Harlem"
1941439,"85 dollars","Manhattan, East Harlem"
1941495,"249 dollars","Brooklyn, Bushwick"
1944155,"119 dollars","Brooklyn, Fort Greene"
1945115,"90 dollars","Manhattan, Harlem"
1948494,"97 dollars","Brooklyn, East Flatbush"
1950311,"151 dollars","Brooklyn, Williamsburg"
1950588,"200 dollars","Manhattan, Little Italy"
1952271,"130 dollars","Manhattan, Upper West Side"
1953636,"69 dollars","Brooklyn, Fort Greene"
1953928,"150 dollars","Queens, Astoria"
1954450,"150 dollars","Manhattan, East Village"
1954653,"195 dollars","Manhattan, Kips Bay"
1958765,"250 dollars","Brooklyn, Williamsburg"
1960358,"80 dollars","Brooklyn, Cypress Hills"
1961288,"220 dollars","Manhattan, Lower East Side"
1970017,"89 dollars","Brooklyn, Williamsburg"
1970574,"199 dollars","Brooklyn, South Slope"
1970697,"72 dollars","Brooklyn, Bedford-Stuyvesant"
1971200,"99 dollars","Manhattan, Hell's Kitchen"
1971239,"125 dollars","Brooklyn, Crown Heights"
1971540,"150 dollars","Manhattan, Upper West Side"
1973889,"106 dollars","Manhattan, SoHo"
1974700,"250 dollars","Manhattan, Harlem"
1975168,"100 dollars","Brooklyn, Williamsburg"
1975999,"189 dollars","Manhattan, Chelsea"
1977888,"120 dollars","Manhattan, East Village"
1979127,"480 dollars","Manhattan, East Village"
1979744,"33 dollars","Brooklyn, Canarsie"
1980179,"142 dollars","Manhattan, East Village"
1981410,"135 dollars","Queens, Ditmars Steinway"
1981590,"135 dollars","Brooklyn, Bushwick"
1983188,"80 dollars","Manhattan, Upper West Side"
1983466,"87 dollars","Manhattan, Upper West Side"
1983531,"450 dollars","Manhattan, East Village"
1984486,"150 dollars","Brooklyn, Crown Heights"
1985022,"50 dollars","Brooklyn, Crown Heights"
1987371,"79 dollars","Brooklyn, Williamsburg"
1987546,"60 dollars","Brooklyn, Bedford-Stuyvesant"
1987584,"45 dollars","Queens, Elmhurst"
1988823,"175 dollars","Manhattan, Harlem"
1989972,"86 dollars","Manhattan, East Harlem"
1994398,"345 dollars","Manhattan, Midtown"
1997487,"250 dollars","Manhattan, Hell's Kitchen"
1998026,"130 dollars","Brooklyn, Clinton Hill"
2000156,"90 dollars","Manhattan, Upper East Side"
2000576,"150 dollars","Brooklyn, Crown Heights"
2000611,"150 dollars","Brooklyn, Williamsburg"
2003180,"225 dollars","Manhattan, Inwood"
2006452,"80 dollars","Brooklyn, Williamsburg"
2008227,"53 dollars","Bronx, North Riverdale"
2011212,"162 dollars","Manhattan, SoHo"
2012368,"117 dollars","Manhattan, Chinatown"
2013807,"189 dollars","Manhattan, Lower East Side"
2015168,"190 dollars","Brooklyn, Bedford-Stuyvesant"
2017397,"150 dollars","Brooklyn, Crown Heights"
2019755,"100 dollars","Brooklyn, Clinton Hill"
2019927,"115 dollars","Manhattan, Inwood"
2020881,"300 dollars","Manhattan, East Village"
2022728,"39 dollars","Manhattan, Harlem"
2023577,"105 dollars","Manhattan, Upper West Side"
2028291,"149 dollars","Queens, Astoria"
2028432,"72 dollars","Queens, Long Island City"
2028677,"115 dollars","Manhattan, Harlem"
2028925,"325 dollars","Queens, St. Albans"
2030736,"32 dollars","Brooklyn, Sunset Park"
2033846,"95 dollars","Manhattan, Harlem"
2036105,"30 dollars","Brooklyn, Dyker Heights"
2037632,"140 dollars","Manhattan, East Village"
2041041,"80 dollars","Manhattan, Upper East Side"
2043049,"50 dollars","Brooklyn, Bushwick"
2043060,"395 dollars","Manhattan, Midtown"
2044873,"79 dollars","Brooklyn, Bushwick"
2045727,"52 dollars","Brooklyn, Bedford-Stuyvesant"
2046007,"98 dollars","Manhattan, Lower East Side"
2051675,"57 dollars","Brooklyn, Flatbush"
2053940,"120 dollars","Brooklyn, Fort Greene"
2055050,"125 dollars","Manhattan, Upper East Side"
2055819,"164 dollars","Brooklyn, Williamsburg"
2056012,"210 dollars","Brooklyn, Williamsburg"
2057403,"199 dollars","Manhattan, Upper West Side"
2057595,"69 dollars","Manhattan, East Village"
2060720,"106 dollars","Manhattan, Midtown"
2061725,"60 dollars","Brooklyn, Bushwick"
2066165,"45 dollars","Manhattan, Harlem"
2069051,"45 dollars","Brooklyn, Williamsburg"
2069359,"80 dollars","Brooklyn, Bedford-Stuyvesant"
2071420,"199 dollars","Manhattan, Chelsea"
2071446,"94 dollars","Brooklyn, Williamsburg"
2071464,"400 dollars","Brooklyn, Boerum Hill"
2071873,"175 dollars","Manhattan, Murray Hill"
2075600,"151 dollars","Brooklyn, Bedford-Stuyvesant"
2079765,"110 dollars","Brooklyn, Bedford-Stuyvesant"
2080861,"177 dollars","Brooklyn, Bedford-Stuyvesant"
2082328,"65 dollars","Bronx, Longwood"
2083749,"150 dollars","Manhattan, Upper West Side"
2087226,"109 dollars","Manhattan, East Village"
2087524,"99 dollars","Brooklyn, Clinton Hill"
2087970,"239 dollars","Manhattan, West Village"
2088725,"124 dollars","Brooklyn, Gowanus"
2089226,"69 dollars","Brooklyn, Flatbush"
2089745,"220 dollars","Manhattan, Chelsea"
2091204,"150 dollars","Brooklyn, Crown Heights"
2093304,"100 dollars","Brooklyn, Fort Greene"
